,poem,author,title,length,themes,url
69,"In the morning, when it was raining, Then the birds were hectic and loudy; Through all the reign is fall's entertaining; Their singing was erratic and full of disorder: They did not remember the summer blue Or the orange of June. They did not think at all Of the great red and bursting ball Of the kingly sun's terror and tempest, blazing, Once the slanting rain threw over all The colorless curtains of the ceaseless spontaneous fall.",Delmore Schwartz,"Poem (In the morning, when it was raining)",77,,http://www.famouspoetsandpoems.com/poets/delmore_schwartz/poems/18367
70,"Yeats died Saturday in France. Freedom from his animal Has come at last in alien Nice, His heart beat separate from his will: He knows at last the old abyss Which always faced his staring face.  No ability, no dignity Can fail him now who trained so long For the outrage of eternity, Teaching his heart to beat a song In which man's strict humanity, Erect as a soldier, became a tongue.",Delmore Schwartz,Yeats Died Saturday In France,72,,http://www.famouspoetsandpoems.com/poets/delmore_schwartz/poems/18352
71,"The horns in the harbor booming, vaguely, Fog, forgotten, yesterday, conclusion, Nostalgic, noising dim sorrow, calling To sleep is it? I think so, and childhood, Not the door opened and the stair descended, The voice answered, the choice announced, the Trigger touched in the sharp declaration!  And when it comes, escape is small; the door Creaks; the worms of fear spread veins; the furtive Fugitive, looking backward, sees his Ghost in the mirror, his shameful eyes, his mouth diseased.",Delmore Schwartz,The Sin Of Hamlet,79,,http://www.famouspoetsandpoems.com/poets/delmore_schwartz/poems/18357
72,"What curious dresses all men wear! The walker you met in a brown study, The President smug in rotogravure, The mannequin, the bathing beauty.  The bubble-dancer, the deep-sea diver, The bureaucrat, the adulterer, Hide private parts which I disclose To those who know what a poem knows.",Delmore Schwartz,What Curious Dresses All Men Wear,47,,http://www.famouspoetsandpoems.com/poets/delmore_schwartz/poems/18341
73,"I should have been a plumber fixing drains. And mending pure white bathtubs for the great Diogenes (who scorned all lies, all liars, and all tyrannies),  And then, perhaps, he would bestow on me -- majesty! (O modesty aside, forgive my fallen pride, O hidden       majesty, The lamp, the lantern, the lucid light he sought for                     All too often -- sick humanity!)",Delmore Schwartz,Albert Einstein To Archibald Macleish,62,,http://www.famouspoetsandpoems.com/poets/delmore_schwartz/poems/18347
74,"I looked toward the movie, the common dream, The he and she in close-ups, nearer than life,  And I accepted such things as they seem,  The easy poise, the absence of the knife,  The near summer happily ever after,  The understood question, the immediate strife,  Not dangerous, nor mortal, but the fadeout  Enormously kissing amid warm laughter,  As if such things were not always played out  By an ignorant arm, which crosses the dark And lights up a thin sheet with a shadow's mark.",Delmore Schwartz,Metro-Goldwyn-Mayer,84,,http://www.famouspoetsandpoems.com/poets/delmore_schwartz/poems/18382
75,"Now mind is clear as a cloudless sky. Time then to make a home in wilderness.  What have I done but wander with my eyes in the trees? So I  will build:  wife, family, and seek for neighbors.                       Or I perish of lonesomeness or want of food or lightning or the bear (must tame the hart and wear the bear).  And maybe make an image of my wandering, a little imageshrine by the roadside to signify to traveler that I live here in the wilderness awake and at home.",Allen Ginsberg,A Desolation,89,,http://www.famouspoetsandpoems.com/poets/allen_ginsberg/poems/8346
76,"Kissass is the Part of Peace America will have to Kissass Mother Earth Whites have to Kissass Blacks, for Peace &amp; Pleasure, Only Pathway to Peace, Kissass.",Allen Ginsberg,Kissass,27,,http://www.famouspoetsandpoems.com/poets/allen_ginsberg/poems/8342
77,"Pigeons shake their wings on the copper church roof out my window across the street, a bird perched on the cross surveys the city's blue-grey clouds. Larry Rivers 'll come at 10 AM and take my picture. I'm taking your picture, pigeons.  I'm writing you down, Dawn. I'm immortalizing your exhaust, Avenue A bus. O Thought! Now you'll have to think the same thing forever!                                                  New York, June 7, 1980, 6:48 A.M.",Allen Ginsberg,"Fourth Floor, Dawn, Up All Night Writing Letters",72,,http://www.famouspoetsandpoems.com/poets/allen_ginsberg/poems/8393
78,"That tree said     I don't like that white car under me,                     it smells gasoline That other tree next to it said     O you're always complaining              you're a neurotic         you can see by the way you're bent over.                                           July 6, 1981, 8 p.m.",Allen Ginsberg,Those Two,42,,http://www.famouspoetsandpoems.com/poets/allen_ginsberg/poems/8382
79,"I speak of love that comes to mind: The moon is faithful, although blind; She moves in thought she cannot speak. Perfect care has made her bleak.  I never dreamed the sea so deep, The earth so dark; so long my sleep, I have become another child. I wake to see the world go wild.",Allen Ginsberg,An Eastern Ballad,55,['easter'],http://www.famouspoetsandpoems.com/poets/allen_ginsberg/poems/8325
80,"O dear sweet rosy       unattainable desire  ...how sad, no way       to change the mad  cultivated asphodel, the       visible reality...   and skin's appalling       petals--how inspired  to be so Iying in the living       room drunk naked  and dreaming, in the absence       of electricity...  over and over eating the low root       of the asphodel,  gray fate...        rolling in generation  on the flowery couch       as on a bank in Arden--  my only rose tonite's the treat       of my own nudity.                            Fall, 1953",Allen Ginsberg,An Asphodel,78,,http://www.famouspoetsandpoems.com/poets/allen_ginsberg/poems/8391
81,"When I died, love, when I died my heart was broken in your care; I never suffered love so fair as now I suffer and abide when I died, love, when I died.  When I died, love, when I died I wearied in an endless maze that men have walked for centuries, as endless as the gate was wide when I died, love, when I died.  When I died, love, when I died there was a war in the upper air: all that happens, happens there; there was an angel by my side when I died, love, when I died.",Allen Ginsberg,A Western Ballad,100,,http://www.famouspoetsandpoems.com/poets/allen_ginsberg/poems/8327
82,"I came home and found a lion in my room... [First draft of ""The Lion for Real"" CP 174-175]   A lion met America in the road they stared at each other two figures on the crossroads in the desert.  America screamed The lion roared They leaped at each other America desperate to win Fighting with bombs, flamethrowers, knives forks submarines.  The lion ate America, bit off her head and loped off to the golden hills that's all there is to say about america except  that now she's  lionshit all over the desert.",Allen Ginsberg,Making The Lion For All It's Got -- A Ballad,92,,http://www.famouspoetsandpoems.com/poets/allen_ginsberg/poems/8356
83,"The air is dark, the night is sad, I lie sleepless and I groan. Nobody cares when a man goes mad: He is sorry, God is glad. Shadow changes into bone.  Every shadow has a name; When I think of mine I moan, I hear rumors of such fame. Not for pride, but only shame, Shadow changes into bone.  When I blush I weep for joy, And laughter drops from me like a stone: The aging laughter of the boy To see the ageless dead so coy. Shadow changes into bone.",Allen Ginsberg,Refrain,91,,http://www.famouspoetsandpoems.com/poets/allen_ginsberg/poems/8340
84,"Two fish float:  one slowly downstream into the warm currents of the known  the other tugging against the stream, disconsolate twin,  the golden  marriage hook tearing its throat.",John Montague,The Golden Hook,28,,http://www.famouspoetsandpoems.com/poets/john_montague/poems/20103
85,"I'll tell you a sore truth, little understood It's harder to leave, than to be left: To stay, to leave, both sting wrong.  You will always have me to blame, Can dream we might have sailed on; From absence's rib, a warm fiction.  To tear up old love by the roots, To trample on past affections: There is no music for so harsh a song.",John Montague,No Music,65,,http://www.famouspoetsandpoems.com/poets/john_montague/poems/20102
86,"There are days when  one should be able  to pluck off one's head  like a dented or worn  helmet, straight from  the nape and collarbone  (those crackling branches!)  and place it firmly down  in the bed of a flowing stream.  Clear, clean, chill currents  coursing and spuming through  the sour and stale compartments  of the brain, dimmed eardrums,  bleared eyesockets, filmed tongue.  And then set it back again  on the base of the shoulders: well tamped down, of course,  the laved skin and mouth,  the marble of the eyes  rinsed and ready for love; for prophecy? ",John Montague,There are Days,96,,http://www.famouspoetsandpoems.com/poets/john_montague/poems/20104
